text,label
i bought it for my daughter for prom. it's a good size for a cell phone and extras. very sparkly.,4
Shoe is super cute but runs very small.,1
"The main problem I have with these shoes is they feel they are untied when they aren't. They don't fit as snugly as I would hope. Also, on the dance floor, the heel is really slick. If I hit it just right, I slide and almost fall. Something to make the heel not slide would be helpful!",1
Nice minimalist shoes. They were perfect for running as the sole lets you feel the ground. I say &#34;were&#34; because now they are useless. The sole outlasts the fabric on the top thus making the shoes useless. Both shoes showed significant wear on the outside of the foot so I ended up with holes on both my shoes leaving my pinkies out in the sun:). Maybe Skora would consider re-enforcing that part of the shoe by applying some kind of patch or simply use some stronger fabric.,1
They are pretty to look at but not something I would wear often.,1
These are the most cushioned flip flops I have ever worn. Whoever made these deserves a medal.,4
"I LOVED THE IDEA OF THIS WALLET AND THE 2 SECTIONS.  HOWEVER THE COLOR AS SHOWN ABOVEIS NOT THE SAME COLOR RECEIVED.  IT WAS SO DARK AND I AM NOT HAPPY.  THE CARDS ARE HARD TO FIT AND TO GET OUT OF SLOTS.  I COULD NOT FIT THE CARDS I NEEDED SUCH AS SOCIAL SECURITY CARD, INSURANCE CARD ETC.  OVERALL, THIS WALLET NEEDS WIDER SLOTS. I AM VERY DISAPPOINTED AND WOULD NOT RECOMMEND IT.  THIS SADDENS ME BECAUSE I DO LIKE BUXTON.",1
Wonderful. Plenty of room for everything. Great quality and craftsmanship.,4
"I bought these shoes for my son in April. It is 3 months later today. They were a back up pair of shoes for scouting, so hardly worn. No joke, he has worn them less than 5 times for those outings when he needed to look his best in uniform. These still look brand new, but with limited wear the velcro strap has ripped away from the shoe and is no longer useable. Very unhappy with this purchase, and of course past amazons return period. I will put a call in to Merrell and hope for the best. I hear they have great customer service.",0
I gave it 4 stars only because they fit a little small. other than that I get alot of wonderful compliments,3
They were a LOT bigger than I had thought.,2
"These are okay. I thought they'd be better quality because of the brand. The zipper is a real struggle to pull up in the back which would prevent me from wearing them in a hurry. They are a clean, attractive style however. The anthracite color is just a medium to darker suede gray.",2
Absolutely love these!  I normally wear contact lenses so don't use glasses very often - these let me see as well as with my lenses without the exorbitant price of trifocal glasses.  Definitely recommend them.,4
"Really need to provide 1/2 sizes. 8 is too tight and 9 is slightly too long.  Also product is easy to tear on gravel/rock sides even walking on concrete sidewalk and stub your toe, it nicked the rubber. Very comfortable though.",2
Awesome! Bought for my daughter but so comfortable I would wear them.,4
Very easy to carry.,3
"I had high hopes for these, but they simply didn't work for me. I need reading glasses, but the computer is a smidge out of focus depending on how far I am from it and I can see fine at a distance.<br /><br />I wanted to use these for work where I use a computer and need to be able to read close up throughout my shift. But by the end of my shift my eyes were just too tired and I couldn't focus on anything.<br /><br />It would be ideal if we could have more options for the 3 variances to customize them. I guess I will need to see what my options are from an optometrist, unfortunately.<br /><br />I gave two stars for the glasses themselves, they are a good quality and look nice, just didn't perform the function for my needs.",1
Don't bother,0
"I love these shoes. They felt a little awkward on my feet for the first little while but after that they were pretty comfortable. I do have a couple things that I don't like though. First, the bottom of the shoes has cloth over most of it, which is fine, except when you're walking on hardwood floors. They aren't super slippery, you just have to be mindful of how you walk. I've worn them to school and to work and have yet to have any unforeseen accidents in them and I think that the more I walk in them, the cloth part will get less slippery. The other thing, and I think this is probably just my own, but one of the shoes squeaks when I walk. I don't mean that it squeaks when I walk on tiles or anything, the shoe itself squeaks no matter what kind of floor I'm walking on. But like I said, its probably just mine. Other than that, they're pretty comfy and really cute. I'd definitely recommend buying them.",3
"well, they are well made, leather, look nice, comfortable.  They are slightly more padded than the previous iteration which is nice for wearing them around but not so great when lifting weights.  They are comfortable but billed as cross trainers but the heel is too narrow to make them great runners and the forefoot bereft of any protection or padding for running.  If you are looking for a nice black shoe to wear around these would be it but for serious cross training they are not quite the shoe you are looking for.",3
"Tingley recently changed the sizing on their overshoe products. The new &#34;Larger, Wider, Longer!' products fit my foot according to their sizing chart. (Newer products state &#34;Bigger, Wider, Longer!&#34; on the front.) This particular boot sent to me is the old model. It is way to small for my foot.<br /><br />Tingley overshoes are good products. However if you get an old product it doesn't hold up. The rubber tears very easily. At the moment if you receive the older versions that haven't been supersized then even if it fits it may not last very long.",1
Poor arch support -- so different from my previous pair of acorn slippers.  Very disappointed.,1
"I normally wear 6-6.5 and have slightly wide feet.  I purchased size 6. These shoes were very comfortable, but I didn't like the color of the leather.  It didn't show on the picture online, but actually it's iridescent silver.  Sadly I had to return.",1
"Returned, did not like the look after all! Too wide in toe area",2
"These shoes do run small, as noted, so go up half a size if you want to try.  They are super cute and I really wanted them to work, but the heel is not well enough padded, and just wearing them around the house for a few minutes, my heel was killing me, even though they fit perfectly.  I could tell I would have a heel blister in no time, so, reluctantly, I am returning them...So, just bear these factors in mind if you want to try these...",2
These were a tight fit.  They feel a bit narrow in the front and the straps feel a bit tight.  I would go up a 1/2 size if possible.,2
I actually love the roomy toe box!  I ban wear these shoes with thicker socks in cold weather.,3
They make my cankles look good!,4
A little loose but are very comfy. A size smaller would be to small.,3
Love these! Wish I had all styles and all colors!,2
"Wore for a long day on my feet and felt good at the end of the day, so very pleased. So hard to find cute narrow shoes.",3
Like not as flashy as I like,2
so comfortable-helped my big toe that has arthritis.,4
Make your feet black.  Comfort is good though.,2
Returned them. It's like walking on two-by-four's,1
"Wife bought these for work, says after couple hours her feet hurt. She's only worn them for 3-4 days. Arch support inadequate, may need to buy aftermarket insoles. She regrets buying these not knowing they are not made by Dansko, but some other manufacturer from China. She wishes she could return them, but since she wore them a few days and with Amazons return policy, that's just throwing away money.",1
Very big hit for my 2 year old! he loves them and wanted them on his feet the minute I pulled them out of the box. he got even more excited when they lit up and then wouldn't take them off all day without a fight lol. They seem like they are made with great materials and will be semi easy to keep white for a while without to much work. Great price! Paid $17.99 here when at Kohls they want $40.00. I am pleased and my son is beyond happy with these. thank goodness I bought them 2 sizes bigger than he is in so they will last a long time before he grows out of them.,4
Beautiful  style and  color but  needs professionals to make it.,2
"These would be great if you like wide water shoes.  I don't have an overly narrow or wide foot, and although these felt comfortable on me, they looked really wide on my feet compared to other water shoes I own.  Couldn't justify keeping them.  I wear a 9.5 and tried the 10 which fit fine but I probably could've gone with the 9.5.",3
Nice shoe. Fits as expected and stays true to the Salomon name!,4
"Way to small, had I known made in CHINA ..their sizes run very small.",1
"Returned for a pair of Asics Cumulus. They were just okay, I ordered too big which was my own fault but I really didn't like the look of them all that much anyway once I got them. Not enough arch support for me, personally. Width was good, I have a wide foot. I'm kind of glad I didn't order the right size because I would have probably kept them. I am so much happier with the Asics I bought instead- I feel like I'm walking on a cloud. These shoes felt a little stiff like cardboard.",2
"Way way too wide for my boots, had to send back",0
I tried these shoes because the reviews said this was a really comfortable shoe. I wore them all day (because I was at work and didn't have another pair to change into) and my feet hurt BADLY!! I think if I only wore them a couple of hours they would be better...I would also order a half size up for better fit.,2
"The Kayanos are my FAVORITE running shoe.  They are pricey, so I usually by last season.  I had 600+ miles on my last pair.",4
"The shoe fits weird, your foot cannot go into the main foot bed and you end up walking on the back on the shoe, maybe they need to be worn in a bit before they feel better comfortable though.",2
Returned them- almost a whole size too small!,0
"wayyyyy too big. very stiff, not a soft leather look as it appears, plus gold hardware is a bit much for my taste. More of  travel bag then everyday purse.",0
"Love these shoes, and I get lots of compliments when I wear them.",4
"I normally wear a European size 42 but this shoe, sized at 42 was too small. My toes touched the end. I was also rather disappointed by the shallow heel box.<br />I have never tried the Dansko brand before. Perhaps they are not for me",0
too narrow for my wide toes and dug in and a blister was forming so have to return.,1
"I took a chance because of the brand. They run just a bit large, and the arch support is not as much as I need. I have worn them all day, but they are not my first choice. The fit is just not quite right. The price was great...they will do.",2
Clip still scratches the ground when walking.,3
"I ordered this item twice, hoping to get a pair that would fit a woman's size 71/2 shoe.  The sizing information is very confusing.  Both the medium and the small were too big.  Very nice quality, just not able to find a size that would work for me.",1
Good to wear,3
"But feel quality is not good and it is said to be leather but when touched, it feels not like leather.",2
"i have problems with my feet and stand on my feet all day at work. These shoes are the best. I have been buying these shoes and wearing them for the last 5 years. When they get dirty, I throw them in the washing machine to clean them.",4
The sandals are very comfortable.  They are a bit wide but I know the medium width would have been too narrow.  If need be I can use insoles to make the sandal fit tighter.,3
Very cute but you have to have very narrow feet to wear these sandals.,2
I was a bit disappointed with the narrow fit of these shoes.  Not as comfortable as I had hoped.,2
"First, the Cowboys logo wore off the first week. Then the shoe broke apart. The toe tongue kept pulling off and forcing my son to stumble or fall. He cant wear it anymore. This is disappointing because he loved the Cowboys logo. The $1.00 flip flop at Dollar store was more durable.",0
"This handbag is good quality.  However, I returned it because the shoulder strap could not be adjusted.  I am pretty tall and the bag hung almost down to my knee.  The strap would have to be placed over the shoulder and around the bag to make it shorter.",1
Was more neon when I received it. And it was on the small side for me. My toe touch her the top inside of the shoes.,2
These kill my feet. The material is so HARD and they run very very very small.,1
"I have small foot so these sandals fit me fine, well made",3
"PROS: Gorgeous silver mirror leather<br /><br />CONS: Tiny all the way around. I wear a size 38.5 (or 8 1/2) in most designer shoes. I also own several other pairs by Zanotti in that size and they fit me perfectly. These however, did not. I could barely get my foot in the size 38.5. They're small length AND width wise. In the arch of the shoe the width measures barely 2&#34;. I would suggest buying at least 1 1/2 to 2 sizes larger then you usually wear. Or you can bind your feet.",0
Bought one of these for my brother and decided I had to get me one as well. Money well spent.,4
Not a stylish color. Not as cushy,2
Very nice and elegant design.,4
Disappointed after wearing less than 6 times screw loose on frame and will not tighten! Poor quality!!,0
IT IS good with lots of room,4
These shoes are beautiful!  My heel does slip out of them though.  I'm going to try putting a heel cushion to help.,3
"Unique & different, I liked them - but needed to return.  I typically wear 6.5W-7M.  That's what I ordered, but after (3) hours of office wear, I removed them to see if I had any redness anywhere. My feet swell during hot days.  Top edging of shoe cut into the top of my foot, my right heel was also red (this never happens).  These are advertised as Medium width, but should only be sold as &#34;NARROW&#34; width.  Too bad, I really liked them.",2
"Very lightweight. Somewhat comfortable. I wouldn't say it's bad, it's just nothing to write home about. Not much arch support. It's kind of cute. Color is nice. My 10-year-old daughter did comment that it's not as &#34;old-fashioned&#34; as some of the other shoes I wear, so I guess it's trendy-looking.",2
"Wonderful bag, great size and I actually really wish they still made these. I did not like the color I chose because it didn't look right with anything I wore but it was a wonderful color. The metallic material may have had something to do with it as well, but it is a very pretty bag overall. I also wish  it would have had an additional strap to wear cross body as the previous models did and that the top strap were large enough to wear on the shoulder.",3
This stylish bag is a very well divided with lots of pockets to help keep organized.  It is not firmly structured at all which I enjoy because it molds to the space it is put in (kind of like a cat).  It has elegant styling and gets compliments almost daily.  Two small issues:  none of the quick access pockets easily hold an iPhone 6 and occasionally the leopard print satin lining gets caught in the zipper.,4
I was surprised with the fit. I have had countless sets of lens for my Oakley Flak Jacket XLJ Sunglasses and they were all Oakley. Every set fit so secure that they were difficult to install and remove. These will fall out if you are not careful.,3
"I had to return these.  I've had two other pairs in the same size, but for some reason, these were too small.  I'm still going to wear Teva's as they are a great, quality brand.",2
They were too large because I purchased a larger size than I needed. But the width fits perfectly. Easy to clean.. I throw them in the washer.,4
It's very light and fit for me,4
This shoes are totally disproportional!!,0
"Great, inexpensive sunglasses. It really compliments the shape of my face. I love it.",4
Nice shoe but too narrow,1
I love these shoes!  They are so comfortable and are my new favorite sandals to wear.  I've gotten so many compliments on them too!,4
"Like the shoes, should have ordered a 10 1/2",1
Fit great & well made & adorable!!!,4
Great value for the money although be advised they run large.,3
love the color and look,3
returned fit was way off,1
"I really liked the way these shoes looked.  And at first, they seemed fairly comfortable when wearing them.  However, after a few hours, my feet began to hurt as if they were being sqeezed in a vice.  It was a relief to get them off - the pain was alleviated instantly.  These are simply made too narrow.  Nice looking, though!",2
"good pair of sandal. Well made.  A little stiff, but still mostly comfortable.  Fit slightly smaller.",3
I love them. I bought them but not sure I would wear them very long. I had them on last night for about 4 hours. That was fine. No problem These are absolutely gorgeous!!!,4
They are ok. Would not buy them again,2
I ordered a 9 and they fit as expected. My little one wears shoes in wide and these fit nicely so width wasn't an issue for us. Very comfy and match many outfits.,4
These Vionic wedges are great and a little dressier than the flat sandals.,3
Small,3
"Narrow shoe at first but no complaints after a few wears, this is probably the 4th pair of these I have bought",3
"Too small had to return. Couldnt even get the foot through the opening. Too bad, cute shoe",1
"I love the way these feel on my arch. They are a little on the wide side, but still comfortable. The only thing that's not perfect is the ankle strap is a little high and can rub my shin if I don't tighten it snugly.",2
The left shoe was shorter than the right. I was not pleased with this.<br />I love the sandals and got a pair in black.  Wish this pair fit better.<br />Would like to get them in blue but it is not available.,4
Too big. Ordered my usual size but too big,0
Smaller than other size 11 I've had,1
Perfect fit. Bought this as a surprise for my wife and she loves it. She has a few pair of Jessica Simpson shoes and these are just as sexy as the others.,4
"This is a great billfold, very smart.  A small little inconvenience is getting at my ID and debit cards as they are underneath the checkbook -- unless I have the checkbook put in the wrong place  :)  Anyway, I love it",3
I am not a flip flop person but based on a recommendation I got them.,4
I'm giving 4 stars because the shoe size is a little smaller then usual,3
"Very cute and my son loves them.  They also seem pretty durable, making them fantastic shoes for outside playtime.",3
"Not a true 11. Probably closer to a 10.5. Other than that, cute shoe, cheap price, wish I could have kept them",1
This purse is soooooo pretty.  I love it.,4
Fell off after wearing on my heel just once.,0
there shoes a little large but its ok,2
This bag i took to travel Europe and it was phenomenal. It fit so much inside and cross-body option was very helpful,4
Great looking shoe but too large.,3
"Not worth the price. Looks and feels cheap.  Runs a bit large. Might be fine for a price of $40. But at this price point of about 80 dollars, it's better to just pay $100-150 for a better shoe especially for a shoe that is so basic/versatile.  Too bad because the concept/coloring is good. Needs better execution.",1
Good,4
"This is the replacement for the old Gardena style. On paper at least as the quality and comfort of the Gardena is not there. Luckily I have small narrow feet, so the tightness of the leather strap will ease with wear.<br />m",3
Beautifully soft purse......just the right size.,4
They are beautiful boots but I am unable to wear them because of an ankle injury - too hard to get on... I'm going to try to see if my daughter in law would like them if not need to return,2
"Good color blue,",0
So comfortable,4
didnt like the way they were made. looked  cheap to me,0
My son loves them!,4
"Love these and can't wait to wear them! Just ordered an outfit and bag to go with them! These are a suede-kind of material, which I wasn't expecting, so some extra care to avoid getting wet, scratching or stripping off the soft, felt-like material will be necessary. Shipping was very quick and shoes arrived in pristine condition.    I haven't worn them yet so I dont know how well made they are with regard to how they will hold up to walking or dancing.",4
Like the shoes Don't know why seam in sock rubs against top of my toes<br />Just need to break them in I am keeping them,3
"Awesome, my granddaughter loves them.",4
Will either return or try to get a friend to buy. Sized 6.5 but was way too big.,1
Nice shoes. But the width of this shoes is a little wide for my daughter.,3
I didn't like the sole. It is too bulky and heavy. I have returned the item. Thanks!<br /><br />(Skechers USA Women's Shindigs-Miracle...),1
Love them,3
"The shoes are very attractive for work shoes and are not too narrow (I have wide feet). Insole does not provide arch support, but is comfy. The issue is that the shoes quickly rubbed a place on my heel for a blister. I wore them approx 1 hour and had to remove. I will try with socks and update review soon.",1
"I ordered these shoes in a size 9 and they were way too big. I returned and ordered an 8.5 and they were way too small. Sizing is not accurate, which is too bad because they are a very cute shoe and I would have loved to wear them if they fit properly.",1
good product,3
Runs small. But cute shoe!,1
I love them! I have them in several colors! I wear a 7 and they fit great!,4
"It is too stiff, not flexible.  My daughter is very active and one of her pairs has torn.",1
did not fit glass frame,0
"Shoes look great but run too small. Take one size above your size, e.g. Order 9 if you are 8.",2
what a disappointment these sneakers are.  so cute and colorful but the cushion under the ball of the foot is very hard and they hurt.  also they are kind of pointy so they were not wide enough across the toes.  I tried to open the laces but that did not help.  wish i would have returned them rather than keep trying to walk in them.  ended up donating them to my local thrift shop.<br />will definitely not order NB products again.,0
"price, look and color need a pair in every color.. No arch support but 2.99 flips these are a wonderful deal",4
Junk! Fell apart on their own when I was wearing them the 3rd time. Amazon should discontinue them,0
"These are really something... Nice and narrow, so your foot spills over the edge a bit when you bear weight on them. And sturdy, they're just as stiff and inflexible as you want a flip flop to be. The very best part, though, is the charming shade of blue the dye turns your feet when you walk around, even in dry weather! I'm just dying to see what happens when they get wet!",0
"Very pretty shoes. I needed them for a wedding, they are perfect. The wedding is in September, so I have not worn them yet, put them back in the box, dont want them to get dirty yet. Hope they are comfortable.",3
My youngest loves these.  Needed for camp for water play and they have been a complete hit!,3
"They are not a real leather, also be aware of sizing as they ran very big I wear an 8 but I had to go down a full size they are also wide, for me I have wide feet and the size 7 fits perfectly.",3
"I'll give these a two-star because they served their purpose, I needed cheap, cute sandals in this exact color, quickly. They are super cute and I got compliments on them, but after wearing them for one day they are now so stretched out that they won't stay on my feet at all. Every step I take sends them flying off, unless I shuffle and curl my toes up. I'm thinking of adding a little elastic strap myself just because I really do like the way they look.",1
This shoe broke within 2 weeks of wearing them.,0
Nice looking- Great feel. So far so good.,3
Ill fitting and not the support I expect from Mephisho.  Sent back immediately.,1
Good quality and is well made. The carrying loops are good. Looks larger in the image but is relatively small to fit good in the luggage. Make sure to read the size description 11inx 6inx3in.,3
These are wayyyyyyy too narrow. I compared my sons other pairs of the same style and these are ridiculously narrow. Also noticed they are too short and even a 1/2 size up is still too small. Will be returning.,0
"So far, so good. At least they fit pretty well. Only 4 stars as I've only had them a couple days. Will re-rank after I've worn them for a couple weeks.",3
"These look great, however in the medical/dental field I am on my feet and running around a good amount of time throughout my 10+ hour days. These shoes are SO incredibly uncomfortable and do not flex at all, even with trying to break them in prior to use at work! I have BRUISES on top of my feet where these sit!!! They are stubborn as all heck and won't hardly budge or flex when walking. Also, the bottom broke apart by the toe (mind you I wore these LESS than 5 hours). I could get about an hour in these shoes and had to constantly be taking them off throughout the day. They would be quite comfortable if I could just get past how stiff they are. Would not recommend, or if you want to spend forever trying to break these in I would go a size bigger. Save yourself from being in so much pain!<br /><br />Update: I have had these maybe a little over a month and they have hardly broken in. I have tried breaking them in and wearing them around the house before and on my feet over 10 hours a day they're still stiff. I have permanent numbness on the tops of my feet where they lay. They are also cracking on the tops AND the bottoms have fallen apart. Would not recommend, especially in the medical or dental field",0
The shoes were attractive but the fit was to narrow for me.,2
"This is by far the most comfortable sneaker I have ever own. I do not run, but I work on concrete all day and these are the best for feet that need more comfort.......I just bought a second pair.",4
So very comfortable.,3
Perfect size very well made,4
Comfortable!,4
Wore out in about a month.,0
Super copies of more expensive emu slippers..I love them.,4
"I've had Keen hikers in the past and really liked them - so much I got another pair! They do run wide, so I have to make sure to wear a pretty thick sock in them, or my feet will slide around, but other than that, they are a great hiking shoe!",3
"I went to a thinner tactical sock and cured the size issue.  I wear a 10.5 but this 10.5 definitely ran small.  I am wearing two hours per day as the mini-mil manufacturer recommends and will go to a full time wart in a couple of weeks.  So far, so good!!!",3
Need to return them  Rating would be better after the return,2
If u have a high instep you may get a little trouble with the zipper..,3
These run rather large and unless you have cankles the fit is way too large. They're rather loud and obnoxious and sound like I'm wearing spurs. Wish I had returned them but I forgot to :(,1
Very comfortable.,3
I selected 27'' and received 21'',0
"Poor quality control by Under Armour, received a mismatched pair, right pair is wider and longer than the left pair. The sandal is light weight and semi-soft, however, the velcro strap is mounted in the middle of the shoe causing toes fully exposed without any support. Extremely uncomfortable to walk with. Under Armor does not offer free return shipping (even for mismatched pair), I paid $29.99 for the pair and have to spend $15.99 to return the defective item back to Under Armour, what a waste .....",0
Bigger than forecasted for trouser pockets but useable.,2
The sole comes out in shoe after being in water for one hour.,1
The bag is nice but like another reviewer the strap is backwards with buckle on inside,2
Great for the price.,3
The pattern and color was adorable.<br /> The shape and size are way out of proportion... It was hitting the back of my knees because the shoulder strap was extremely long and couldn't be shortened.,0
Kinda small,2
Wish it was a little more stretchy on the calf part,1
"Very fast shipping. I use it for driving, exactly my size and strength.",4
good,2
The sizing is much smaller than expected.,1
"It is not bad, but it color is not similar with the picture.",2
"I really should wear a 13, but croc's womens shoes only go up to size 12, so I tried these thinking they're rubber, might be okay. Wasn't. A little tight on my toes. Caused blisters on my heels very quickly.",2
I am so disappointed with these FitFlops and the way they fit! I have owned seven other pair of FitFlops (three different styles) and they fit perfectly. These ones were much more narrow than the others and I had to return them. They look pretty and I wish they fit...,0
"These tap shoe run true to size.  With soft leather on top and a low heel, it makes them comfortable to wear all day.",3
These don't get any more fabulous!!!  Too many compliments to mention!  These boots are show stoppers!  ~Mo,4
"These are great quality, much better than I expected! The frames are really sturdy and the springs in the hinges make them comfortable. The red color is very similar to the yellow in my opinion, but that doesn't bug me - especially given the price!",4
I ordered a 9 and received a 10. Good thing my kid has a bigger foot.,0
as advertised,3
Not only fun and retro but they're polarized. The extra large lenses help block the side light well too.,3
I'm buying this for my mom and she likes it.,3
I love the look of these sneakers but they are indeed a fashion shoe and not for the serious walker unless on a flat surface. I originally ordered the six which is my normal size and they were so comfortable till I was walking back down my hill walk when the one rubbed a blister on back heel. I figure this is more a problem with my heel than the shoe as the other foot was unaffected. Also it seemed the toe box is a little short and my toes were sore the next day. So I ordered the 6.5 and wore an ankle sock and bandaid on the affected ankle and they were great for the uphill part but my foot seemed to slide forward while walking back down tho my toes were not sore after. I will prolly keep these for flat walking and just to throw on and run errands as they are otherwise very comfortable and easy to get on. I think that that is an issue with sneaks that are not tie or have an adjustable bungee. I don't like the heavy regular sneakers myself so was hoping these would work for the hill. I will keep trying and see if it's just a breaking in period as I am a relatively new walker. They are ready to wear right out of the box tho for normal things. Not a whole lot of arch support. I did not find the toebox too large and my foot is a typical med size.,3
Very pleased with shoes and order.,4
"Boots were too large and not of great quality for the price paid.  I tried them on, walked around the living room and immediately packaged them for return.",0
"Actually, I would have preferred to have the clear plastics sleeves like the ones that are in my old wallet. Hopefully I'll find a use for it though. It looks nice and appears to be made well.",2
"I just bought these locally and I can tell you they look even better in person than the photos. I am neurotic about my shoes fitting and am consistently disappointed in fit within 6 months after almost any shoe or boot purchase. On the metal sizing tool at most shoe stores, I am an 9D; in most sneakers, I am an 8.5D; in work, hiking and cowboy boots, I vary from 8.0E-8.5D. Bottom line, my foot size is pretty random. Couple this with variances among brands and models, I feel like a hopeless case. Physical context: I'm 5'7 and range from 175 to 200 lbs.  On my previous boot purchase, I ordered 4 pairs of the same boot in order to get the right fit. Sure enough, 6 months later, I was disappointed. The boots had broken in so much that my feet were swimming in them.  So today, when I bought the Lucchesies, the sales gal convince me to ditch my socks and put on these pantyhose footy things.  With them, I got my feet pretty snug into an 8D (as mentioned, I often end up with an 8-1/2 or an 8E).  I'm home now, and I've been wearing them with the aforementioned fru-fru socks for an hour and my feet are really settling down. I have high hopes in these stretching out to be the best fitting boots I've ever had. As the title says, &#34;we'll see...&#34;  As to quality -- these are really, really nice.  I've had several brands like Fry, Justin and Dan Post, and I really like what I'm wearing here.  I intend to update this review from time to time as these boots break in, so stay tuned.  Feel free to &#34;reply&#34; if you have questions.",4
"These shoes are beautiful, but pinch my little toes!!  I had to return them.  I have a high instep and they adjust for that, but<br />could not wear them.",1
Returned them for  a refund. Did not fit.,1
"Love these boots! They are tall (I'm 5'6 and they come to my knees) color is beautiful-Bordeaux(dark brown with a slight purple undertone). The toe area is a tad small but I think the leather will stretch. Also, these are brand new not at all worn or used (I was worried after some reviews)",4
I think the shoes were in the warehouse for years before pulling them out to ship to me. The shoe was faded (not the style) all around.,1
"I need a size 11, and a 41 is not really a 41.  I wish they came in one size larger.",2
I ordered too small.,1
"I love Asics and I always buy the same size - well, because my feet haven't changed.  This pair?  Fit about a 1/2 size too small.  My friends daughter who wears a half size smaller than I was able to take them and wear them just fine.  So - even though marked an 8, was actually a 7.5.",1
"These shoes are incredibly comfortable. I was having heel pain/planter fasciitis I tried several different shoes before these. Since wearing Skechers work clogs  (40+ hours a week)  I have not had any problems. When I 1st started wearing them I felt like I was walking on a trampoline, they are wonderful. HOWEVER they run large I ended up with a shoe an entire size smaller and they keep getting larger. They are a clog so they are not fitted in the heel however the entire shoe is stretching to the point I can not keep my foot in them with out effort. I have 2 co-workers ( between the 3 of us we have sizes (7, 7.5 and 8) who purchased the same shoe and they have the same experience. I have had mine now for 4 months, I am on my feet  at least 6 hours a day walking, lifting and some standing, they are still in good condition, very comfortable. I will purchase another pair but will go even smaller next time.  One other note is the 1st few days of wearing the shoes there does seem to be calf soreness but it goes away after you adjust to the shoe (maybe its due to heel height).",3
not useful in the manner I expect4ed,0
Look very cheap. Sides was riped. Not what i was expecting.,1
"Considering the fact I only used them twice, this purchase was a bad one. Worst part is I cant ask for a refund or replacement since Im not in USA and it would cost me a fortune send them back. Simply, do not buy!",0
"I have these shoes in brown, felt safe ordering them but when they came they were slightly larger. I'll have to put a pad in the hell. I hate when that happens, exact shoe only different color and they fit differently.",2
"No good quality, plus I had to let them air out for a couple of weeks. The paint odor is very very strong.",1
"I bought these for a wedding and they're super cute and very elegant. They are the typical champagne satin  color so if you're trying to match color, it is a really good gauge.<br /><br />I don't normally wear or prefer pumps but as far as they go they are pretty comfortable. I would definitely recommend wearing them around the house to break them in.",3
My shoes are only 1 and a half months old and the rubber sole is separating from the toe of my shoe.,1
"too small and the quality is terrible, won't recommend to anyone.",0
"To start, I ordered this boot as my partner at work got them and raved about how lightweight and breathable they were.  I ordered my size, 11, but when I got them they were too big.  I returned them and had to purchase a new pair in a size 10.  When I initially ordered them, they were on sale, but since I had to exchange the size I had to pay full price (through Amazon).  An issue that I feel is total bs, but so be it.  I've now worn the boots for less than 2 months and the tread on the bottom of my left boot has begun to fall apart.  My previous pair of duty boots were Rocky's and lasted 3 years of patrol without any issues.  Bates return policy for defects is to send the pair of boots in for inspections.  Thanks but I need a pair of boots for work so now I have to go buy another pair while you inspect them?  8 years in law enforcement and never had this poor quality of boots before.  Highly recommend not purchasing these if you're looking for a quality boot that will hold up",0
"The balance is different on these heels because of the design, but that is NOT a bad thing! Cool looking and comfy! Can't wait to sport these!",4
bottom cushion could use for cushion is to flat like walking barefoot,2
I wish I could review the shoes but unfortunately a size 14 is still way too small for my foot. I will have to return them because they are too tight.,1
"There ok ,not what i thought they were, ( all plactic )would have liked glass lenses.",2
They were a size to small,1
"Liked the shoes, but was surprised at how small they were.  Had to return, and ordered elsewhere as Amazon did not offer the larger size .  If you wear a size 8, order at least a size 9.",2
Shoes look excellent but sizing scale off,2
I am a huge fan of Toms shoes. I have at least five different pairs of their slip ons. My mom also became a fan after trying on a pair of my Toms. I bought these shoes as a gift for my mom since she had them on her Amazon wish list. When they arrived I tried them on since my mom and I wear the same size shoe. We are both a 7.5 US. They felt true to size. I was a little disappointed in the comfort of the shoe. I did not wear them for more than a few minutes but felt the soles of these shoes are not as comfy as Toms. I also noticed my mom added insoles to them so I'm guessing she didn't find them as comfy either. They are a cute pattern and all the colors make them wearable with pretty much anything. I guess these are an okay alternative to Toms if you want something a little cheaper but I am still a die hard Toms fan. Much more comfortable to me and it's nice to know my purchase provides another in need with a pair of shoes. Worth the extra money in my opinion!,2
Love these hiking shoes! very comfortable and definitely quality product. Got a great price!!,4
Felt so good I wanted to sleep in them! Great arch support!! My feet loved them!,4
"Not comfortable, too tight over the top of my foot.  I have another style by Sanuk I love.  Very disappointed.",1
broke after two uses  right down the center,1
